"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Male","Hampton (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65750","3,4"
"United States of America","2010","Total","Male","Hartford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60260","3,4"
"United States of America","2010","Total","Male","Hayward (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71143","3,4"
"United States of America","2010","Total","Male","Henderson (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","126779","3,4"
"United States of America","2010","Total","Male","Hialeah (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108406","3,4"
"United States of America","2010","Total","Male","High Point City (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49002","3,4"
"United States of America","2010","Total","Male","Hollywood (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68984","3,4"
"United States of America","2010","Total","Male","Urban Honolulu (HI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","166500","3,4"
"United States of America","2010","Total","Male","Houston (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1053517","3,4"
"United States of America","2010","Total","Male","Huntington Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","94260","3,4"
"United States of America","2010","Total","Male","Huntsville (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","87530","3,4"
"United States of America","2010","Total","Male","Independence (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56123","3,4"
"United States of America","2010","Total","Male","Indianapolis (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","396346","3,4,9"
"United States of America","2010","Total","Male","Inglewood (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52138","3,4"
"United States of America","2010","Total","Male","Irvine (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103434","3,4"
"United States of America","2010","Total","Male","Irving (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108131","3,4"
"United States of America","2010","Total","Male","Jackson (MS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","80615","3,4"
"United States of America","2010","Total","Male","Jacksonville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","398294","3,4"
"United States of America","2010","Total","Male","Jersey City (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122298","3,4"
"United States of America","2010","Total","Male","Joliet (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72892","3,4"
"United States of America","2010","Total","Male","Kansas City (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72057","3,4"
"United States of America","2010","Total","Male","Kansas City (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","223183","3,4"
"United States of America","2010","Total","Male","Killeen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62695","3,4"
"United States of America","2010","Total","Male","Knoxville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85946","3,4"
"United States of America","2010","Total","Male","Lafayette (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58564","3,4"
"United States of America","2010","Total","Male","Lakewood (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","69916","3,4"
"United States of America","2010","Total","Male","Lancaster (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78546","3,4"
"United States of America","2010","Total","Male","Lansing (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55332","3,4"
"United States of America","2010","Total","Male","Laredo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","114287","3,4"
"United States of America","2010","Total","Male","Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","294100","3,4"
"United States of America","2010","Total","Male","Lexington-Fayette (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","145591","3,4,10"
"United States of America","2010","Total","Male","Lincoln (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129235","3,4"
"United States of America","2010","Total","Male","Little Rock (AR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92245","3,4"
"United States of America","2010","Total","Male","Long Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","226520","3,4"
"United States of America","2010","Total","Male","Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1889064","3,4"
"United States of America","2010","Total","Male","Louisville (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","289236","3,4,11"
"United States of America","2010","Total","Male","Lowell (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52871","3,4"
"United States of America","2010","Total","Male","Lubbock (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","112743","3,4"
"United States of America","2010","Total","Male","Madison (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","114832","3,4"
"United States of America","2010","Total","Male","Manchester (NH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54356","3,4"
"United States of America","2010","Total","Male","McAllen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62044","3,4"
"United States of America","2010","Total","Male","McKinney City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64434","3,4"
"United States of America","2010","Total","Male","Memphis (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","307019","3,4"
"United States of America","2010","Total","Male","Mesa (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","215918","3,4"
"United States of America","2010","Total","Male","Mesquite (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66728","3,4"
"United States of America","2010","Total","Male","Metairie (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67412","3,4,8"
